date,product_code,customer_code,sold_quantity,fiscal_year,year
2017-10-01,A0118150101,90011185.0,4.0,2018.0,2017
2017-10-01,A0118150101,90011186.0,16.0,2018.0,2017
2017-10-01,A0118150101,90011188.0,11.0,2018.0,2017
2017-10-01,A0118150101,90011189.0,18.0,2018.0,2017
2017-10-01,A0118150101,90011190.0,10.0,2018.0,2017
2017-10-01,A0118150101,90011192.0,5.0,2018.0,2017
2017-10-01,A0118150101,90013116.0,1.0,2018.0,2017
2017-10-01,A0118150101,90013117.0,1.0,2018.0,2017
2017-10-01,A0118150101,90013118.0,2.0,2018.0,2017
2017-10-01,A0118150101,90013120.0,4.0,2018.0,2017
2017-10-01,A0118150101,90013121.0,1.0,2018.0,2017
2017-10-01,A0118150101,90013122.0,4.0,2018.0,2017
2017-10-01,A0118150101,90013124.0,3.0,2018.0,2017
2017-10-01,A0118150101,90016172.0,2.0,2018.0,2017
2017-10-01,A0118150101,90016173.0,1.0,2018.0,2017
2017-10-01,A0118150101,90016174.0,1.0,2018.0,2017
2017-10-01,A0118150101,90016176.0,1.0,2018.0,2017
2017-10-01,A0118150101,90022072.0,39.0,2018.0,2017
2017-10-01,A0118150101,90022073.0,31.0,2018.0,2017
2017-10-01,A0118150101,90022074.0,45.0,2018.0,2017
2017-10-01,A0118150101,90022076.0,34.0,2018.0,2017
2017-10-01,A0118150101,90022077.0,29.0,2018.0,2017
2017-10-01,A0118150101,90022078.0,31.0,2018.0,2017
2017-10-01,A0118150101,90022080.0,14.0,2018.0,2017
2017-10-01,A0118150101,90022081.0,33.0,2018.0,2017
2017-10-01,A0118150101,90022082.0,42.0,2018.0,2017
2017-10-01,A0118150101,90023022.0,7.0,2018.0,2017
2017-10-01,A0118150101,90023024.0,3.0,2018.0,2017
2017-10-01,A0118150101,90023025.0,6.0,2018.0,2017
2017-10-01,A0118150101,90023026.0,1.0,2018.0,2017
2017-10-01,A0118150101,90023028.0,6.0,2018.0,2017
2017-10-01,A0118150101,90023029.0,4.0,2018.0,2017
2017-10-01,A0118150101,90023030.0,2.0,2018.0,2017
2017-11-01,A0118150101,70002017.0,30.0,2018.0,2017
2017-11-01,A0118150101,70003181.0,21.0,2018.0,2017
2017-11-01,A0118150101,70006157.0,13.0,2018.0,2017
2017-11-01,A0118150101,70007199.0,68.0,2018.0,2017
2017-11-01,A0118150101,70008169.0,31.0,2018.0,2017
2017-11-01,A0118150101,70011193.0,5.0,2018.0,2017
2017-11-01,A0118150101,70013125.0,4.0,2018.0,2017
2017-11-01,A0118150101,70016177.0,2.0,2018.0,2017
2017-11-01,A0118150101,70022084.0,50.0,2018.0,2017
2017-11-01,A0118150101,70022085.0,37.0,2018.0,2017
2017-11-01,A0118150101,70023031.0,7.0,2018.0,2017
2017-11-01,A0118150101,70023032.0,5.0,2018.0,2017
2017-11-01,A0118150101,70027208.0,5.0,2018.0,2017
2017-11-01,A0118150101,80001019.0,5.0,2018.0,2017
2017-11-01,A0118150101,80006155.0,9.0,2018.0,2017
2017-11-01,A0118150101,80007195.0,274.0,2018.0,2017
2017-11-01,A0118150101,80007196.0,192.0,2018.0,2017
2017-11-01,A0118150101,90001020.0,5.0,2018.0,2017
2017-11-01,A0118150101,90001021.0,5.0,2018.0,2017
2017-11-01,A0118150101,90002001.0,104.0,2018.0,2017
2017-11-01,A0118150101,90002003.0,93.0,2018.0,2017
2017-11-01,A0118150101,90002004.0,120.0,2018.0,2017
2017-11-01,A0118150101,90002005.0,97.0,2018.0,2017
2017-11-01,A0118150101,90002007.0,100.0,2018.0,2017
2017-11-01,A0118150101,90002008.0,105.0,2018.0,2017
2017-11-01,A0118150101,90002009.0,136.0,2018.0,2017
2017-11-01,A0118150101,90002011.0,18.0,2018.0,2017
2017-11-01,A0118150101,90002012.0,51.0,2018.0,2017
2017-11-01,A0118150101,90002013.0,109.0,2018.0,2017
2017-11-01,A0118150101,90002015.0,116.0,2018.0,2017
2017-11-01,A0118150101,90002016.0,19.0,2018.0,2017
2017-11-01,A0118150101,90003179.0,17.0,2018.0,2017
2017-11-01,A0118150101,90003180.0,17.0,2018.0,2017
2017-11-01,A0118150101,90006153.0,11.0,2018.0,2017
2017-11-01,A0118150101,90006156.0,17.0,2018.0,2017
2017-11-01,A0118150101,90007197.0,22.0,2018.0,2017
2017-11-01,A0118150101,90008164.0,10.0,2018.0,2017
2017-11-01,A0118150101,90008165.0,7.0,2018.0,2017
2017-11-01,A0118150101,90008167.0,13.0,2018.0,2017
2017-11-01,A0118150101,90008168.0,18.0,2018.0,2017
2017-11-01,A0118150101,90011185.0,21.0,2018.0,2017
2017-11-01,A0118150101,90011187.0,22.0,2018.0,2017
2017-11-01,A0118150101,90011188.0,9.0,2018.0,2017
2017-11-01,A0118150101,90011189.0,22.0,2018.0,2017
2017-11-01,A0118150101,90011191.0,4.0,2018.0,2017
2017-11-01,A0118150101,90011192.0,14.0,2018.0,2017
2017-11-01,A0118150101,90013116.0,2.0,2018.0,2017
2017-11-01,A0118150101,90013117.0,5.0,2018.0,2017
2017-11-01,A0118150101,90013119.0,1.0,2018.0,2017
2017-11-01,A0118150101,90013120.0,5.0,2018.0,2017
2017-11-01,A0118150101,90013121.0,2.0,2018.0,2017
2017-11-01,A0118150101,90013123.0,5.0,2018.0,2017
2017-11-01,A0118150101,90013124.0,6.0,2018.0,2017
2017-11-01,A0118150101,90016171.0,1.0,2018.0,2017
2017-11-01,A0118150101,90016173.0,1.0,2018.0,2017
2017-11-01,A0118150101,90016175.0,1.0,2018.0,2017
2017-11-01,A0118150101,90016176.0,1.0,2018.0,2017
2017-11-01,A0118150101,90022071.0,43.0,2018.0,2017
2017-11-01,A0118150101,90022072.0,16.0,2018.0,2017
2017-11-01,A0118150101,90022073.0,37.0,2018.0,2017
2017-11-01,A0118150101,90022075.0,7.0,2018.0,2017
2017-11-01,A0118150101,90022076.0,18.0,2018.0,2017
2017-11-01,A0118150101,90022077.0,26.0,2018.0,2017
2017-11-01,A0118150101,90022079.0,21.0,2018.0,2017
2017-11-01,A0118150101,90022080.0,55.0,2018.0,2017
2017-11-01,A0118150101,90022081.0,48.0,2018.0,2017
2017-11-01,A0118150101,90022083.0,30.0,2018.0,2017
2017-11-01,A0118150101,90023023.0,3.0,2018.0,2017
2017-11-01,A0118150101,90023024.0,5.0,2018.0,2017
2017-11-01,A0118150101,90023025.0,7.0,2018.0,2017
2017-11-01,A0118150101,90023027.0,6.0,2018.0,2017
2017-11-01,A0118150101,90023028.0,4.0,2018.0,2017
2017-11-01,A0118150101,90023029.0,3.0,2018.0,2017
2017-11-01,A0118150101,90027207.0,16.0,2018.0,2017
2017-12-01,A0118150101,70002018.0,129.0,2018.0,2017
2017-12-01,A0118150101,70003182.0,11.0,2018.0,2017
2017-12-01,A0118150101,70006158.0,6.0,2018.0,2017
2017-12-01,A0118150101,70007198.0,53.0,2018.0,2017
2017-12-01,A0118150101,70007199.0,47.0,2018.0,2017
2017-12-01,A0118150101,70008170.0,25.0,2018.0,2017
2017-12-01,A0118150101,70011194.0,7.0,2018.0,2017
2017-12-01,A0118150101,70013126.0,4.0,2018.0,2017
2017-12-01,A0118150101,70016178.0,3.0,2018.0,2017
2017-12-01,A0118150101,70022084.0,24.0,2018.0,2017
2017-12-01,A0118150101,70023031.0,8.0,2018.0,2017
2017-12-01,A0118150101,70023032.0,9.0,2018.0,2017
2017-12-01,A0118150101,70027208.0,3.0,2018.0,2017
2017-12-01,A0118150101,80001019.0,25.0,2018.0,2017
2017-12-01,A0118150101,80006154.0,45.0,2018.0,2017
2017-12-01,A0118150101,80006155.0,32.0,2018.0,2017
2017-12-01,A0118150101,80007195.0,70.0,2018.0,2017
2017-12-01,A0118150101,80007196.0,344.0,2018.0,2017
2017-12-01,A0118150101,90001020.0,2.0,2018.0,2017
2017-12-01,A0118150101,90002002.0,131.0,2018.0,2017
2017-12-01,A0118150101,90002003.0,28.0,2018.0,2017
2017-12-01,A0118150101,90002004.0,17.0,2018.0,2017
2017-12-01,A0118150101,90002006.0,42.0,2018.0,2017
2017-12-01,A0118150101,90002007.0,49.0,2018.0,2017
2017-12-01,A0118150101,90002008.0,58.0,2018.0,2017
2017-12-01,A0118150101,90002010.0,94.0,2018.0,2017
2017-12-01,A0118150101,90002011.0,43.0,2018.0,2017
2017-12-01,A0118150101,90002012.0,50.0,2018.0,2017
2017-12-01,A0118150101,90002014.0,128.0,2018.0,2017
2017-12-01,A0118150101,90002015.0,81.0,2018.0,2017
2017-12-01,A0118150101,90002016.0,70.0,2018.0,2017
2017-12-01,A0118150101,90003179.0,30.0,2018.0,2017
2017-12-01,A0118150101,90003180.0,42.0,2018.0,2017
2017-12-01,A0118150101,90006156.0,15.0,2018.0,2017
2017-12-01,A0118150101,90008164.0,10.0,2018.0,2017
2017-12-01,A0118150101,90008166.0,36.0,2018.0,2017
2017-12-01,A0118150101,90008167.0,40.0,2018.0,2017
2017-12-01,A0118150101,90008168.0,27.0,2018.0,2017
2017-12-01,A0118150101,90011186.0,5.0,2018.0,2017
2017-12-01,A0118150101,90011187.0,22.0,2018.0,2017
2017-12-01,A0118150101,90011188.0,8.0,2018.0,2017
2017-12-01,A0118150101,90011190.0,6.0,2018.0,2017
2017-12-01,A0118150101,90011191.0,10.0,2018.0,2017
2017-12-01,A0118150101,90011192.0,24.0,2018.0,2017
2017-12-01,A0118150101,90013116.0,3.0,2018.0,2017
2017-12-01,A0118150101,90013118.0,6.0,2018.0,2017
2017-12-01,A0118150101,90013119.0,5.0,2018.0,2017
2017-12-01,A0118150101,90013120.0,4.0,2018.0,2017
2017-12-01,A0118150101,90013122.0,1.0,2018.0,2017
2017-12-01,A0118150101,90013123.0,4.0,2018.0,2017
2017-12-01,A0118150101,90013124.0,1.0,2018.0,2017
2017-12-01,A0118150101,90016171.0,1.0,2018.0,2017
2017-12-01,A0118150101,90016172.0,2.0,2018.0,2017
2017-12-01,A0118150101,90016174.0,1.0,2018.0,2017
2017-12-01,A0118150101,90016175.0,2.0,2018.0,2017
2017-12-01,A0118150101,90016176.0,1.0,2018.0,2017
2017-12-01,A0118150101,90022071.0,65.0,2018.0,2017
2017-12-01,A0118150101,90022072.0,33.0,2018.0,2017
2017-12-01,A0118150101,90022074.0,62.0,2018.0,2017
2017-12-01,A0118150101,90022075.0,54.0,2018.0,2017
2017-12-01,A0118150101,90022076.0,59.0,2018.0,2017
2017-12-01,A0118150101,90022078.0,12.0,2018.0,2017
2017-12-01,A0118150101,90022079.0,19.0,2018.0,2017
2017-12-01,A0118150101,90022080.0,16.0,2018.0,2017
2017-12-01,A0118150101,90022082.0,15.0,2018.0,2017
2017-12-01,A0118150101,90022083.0,21.0,2018.0,2017
2017-12-01,A0118150101,90023022.0,6.0,2018.0,2017
2017-12-01,A0118150101,90023023.0,5.0,2018.0,2017
2017-12-01,A0118150101,90023024.0,3.0,2018.0,2017
2017-12-01,A0118150101,90023026.0,7.0,2018.0,2017
2017-12-01,A0118150101,90023027.0,6.0,2018.0,2017
2017-12-01,A0118150101,90023028.0,8.0,2018.0,2017
2017-12-01,A0118150101,90023030.0,3.0,2018.0,2017
2017-12-01,A0118150101,90027207.0,4.0,2018.0,2017
2018-01-01,A0118150101,70002017.0,14.0,2018.0,2018
2018-01-01,A0118150101,70002018.0,17.0,2018.0,2018
2018-01-01,A0118150101,70003181.0,16.0,2018.0,2018
2018-01-01,A0118150101,70003182.0,8.0,2018.0,2018
2018-01-01,A0118150101,70006157.0,2.0,2018.0,2018
2018-01-01,A0118150101,70006158.0,8.0,2018.0,2018
2018-01-01,A0118150101,70007198.0,11.0,2018.0,2018
2018-01-01,A0118150101,70007199.0,7.0,2018.0,2018
2018-01-01,A0118150101,70008169.0,8.0,2018.0,2018
2018-01-01,A0118150101,70008170.0,19.0,2018.0,2018
2018-01-01,A0118150101,70011193.0,11.0,2018.0,2018
2018-01-01,A0118150101,70011194.0,4.0,2018.0,2018
2018-01-01,A0118150101,70013125.0,2.0,2018.0,2018
2018-01-01,A0118150101,70013126.0,2.0,2018.0,2018
2018-01-01,A0118150101,70016177.0,1.0,2018.0,2018
2018-01-01,A0118150101,70016178.0,1.0,2018.0,2018
2018-01-01,A0118150101,70022085.0,7.0,2018.0,2018
2018-01-01,A0118150101,70023031.0,4.0,2018.0,2018
2018-01-01,A0118150101,80001019.0,4.0,2018.0,2018
2018-01-01,A0118150101,80006154.0,7.0,2018.0,2018
2018-01-01,A0118150101,80006155.0,30.0,2018.0,2018
2018-01-01,A0118150101,80007195.0,85.0,2018.0,2018
2018-01-01,A0118150101,90001021.0,3.0,2018.0,2018
2018-01-01,A0118150101,90002001.0,37.0,2018.0,2018
2018-01-01,A0118150101,90002002.0,31.0,2018.0,2018
2018-01-01,A0118150101,90002003.0,46.0,2018.0,2018
2018-01-01,A0118150101,90002005.0,37.0,2018.0,2018
2018-01-01,A0118150101,90002006.0,67.0,2018.0,2018
2018-01-01,A0118150101,90002007.0,16.0,2018.0,2018
2018-01-01,A0118150101,90002009.0,69.0,2018.0,2018
2018-01-01,A0118150101,90002010.0,45.0,2018.0,2018
2018-01-01,A0118150101,90002011.0,56.0,2018.0,2018
2018-01-01,A0118150101,90002013.0,12.0,2018.0,2018
2018-01-01,A0118150101,90002014.0,16.0,2018.0,2018
2018-01-01,A0118150101,90002015.0,49.0,2018.0,2018
2018-01-01,A0118150101,90003179.0,13.0,2018.0,2018
2018-01-01,A0118150101,90006153.0,10.0,2018.0,2018
2018-01-01,A0118150101,90007197.0,30.0,2018.0,2018
2018-01-01,A0118150101,90008165.0,13.0,2018.0,2018
2018-01-01,A0118150101,90008166.0,15.0,2018.0,2018
2018-01-01,A0118150101,90008167.0,11.0,2018.0,2018
2018-01-01,A0118150101,90011185.0,14.0,2018.0,2018
2018-01-01,A0118150101,90011186.0,9.0,2018.0,2018
2018-01-01,A0118150101,90011187.0,4.0,2018.0,2018
2018-01-01,A0118150101,90011189.0,7.0,2018.0,2018
2018-01-01,A0118150101,90011190.0,13.0,2018.0,2018
2018-01-01,A0118150101,90011191.0,12.0,2018.0,2018
2018-01-01,A0118150101,90013117.0,3.0,2018.0,2018
2018-01-01,A0118150101,90013118.0,1.0,2018.0,2018
2018-01-01,A0118150101,90013119.0,1.0,2018.0,2018
2018-01-01,A0118150101,90013121.0,1.0,2018.0,2018
2018-01-01,A0118150101,90013122.0,3.0,2018.0,2018
2018-01-01,A0118150101,90013123.0,2.0,2018.0,2018
2018-01-01,A0118150101,90016171.0,1.0,2018.0,2018
2018-01-01,A0118150101,90016175.0,1.0,2018.0,2018
2018-01-01,A0118150101,90022071.0,6.0,2018.0,2018
2018-01-01,A0118150101,90022073.0,32.0,2018.0,2018
2018-01-01,A0118150101,90022074.0,19.0,2018.0,2018
2018-01-01,A0118150101,90022075.0,32.0,2018.0,2018
2018-01-01,A0118150101,90022077.0,35.0,2018.0,2018
2018-01-01,A0118150101,90022078.0,14.0,2018.0,2018
2018-01-01,A0118150101,90022079.0,31.0,2018.0,2018
2018-01-01,A0118150101,90022081.0,58.0,2018.0,2018
2018-01-01,A0118150101,90022082.0,16.0,2018.0,2018
2018-01-01,A0118150101,90022083.0,20.0,2018.0,2018
2018-01-01,A0118150101,90023022.0,2.0,2018.0,2018
2018-01-01,A0118150101,90023023.0,3.0,2018.0,2018
2018-01-01,A0118150101,90023025.0,5.0,2018.0,2018
2018-01-01,A0118150101,90023026.0,4.0,2018.0,2018
2018-01-01,A0118150101,90023027.0,2.0,2018.0,2018
2018-01-01,A0118150101,90023029.0,1.0,2018.0,2018
2018-01-01,A0118150101,90023030.0,5.0,2018.0,2018
2018-01-01,A0118150101,90027207.0,6.0,2018.0,2018
2018-02-01,A0118150101,70002017.0,62.0,2018.0,2018
2018-02-01,A0118150101,70002018.0,73.0,2018.0,2018
2018-02-01,A0118150101,70003181.0,12.0,2018.0,2018
2018-02-01,A0118150101,70003182.0,9.0,2018.0,2018
2018-02-01,A0118150101,70006157.0,9.0,2018.0,2018
2018-02-01,A0118150101,70006158.0,1.0,2018.0,2018
2018-02-01,A0118150101,70007198.0,26.0,2018.0,2018
2018-02-01,A0118150101,70008169.0,13.0,2018.0,2018
2018-02-01,A0118150101,70008170.0,9.0,2018.0,2018
2018-02-01,A0118150101,70011193.0,1.0,2018.0,2018
2018-02-01,A0118150101,70011194.0,5.0,2018.0,2018
2018-02-01,A0118150101,70013125.0,2.0,2018.0,2018
2018-02-01,A0118150101,70013126.0,1.0,2018.0,2018
2018-02-01,A0118150101,70016178.0,1.0,2018.0,2018
2018-02-01,A0118150101,70022084.0,32.0,2018.0,2018
2018-02-01,A0118150101,70022085.0,16.0,2018.0,2018
2018-02-01,A0118150101,70023032.0,1.0,2018.0,2018
2018-02-01,A0118150101,70027208.0,10.0,2018.0,2018
2018-02-01,A0118150101,80006154.0,22.0,2018.0,2018
2018-02-01,A0118150101,80007196.0,22.0,2018.0,2018
2018-02-01,A0118150101,90001020.0,2.0,2018.0,2018
2018-02-01,A0118150101,90001021.0,2.0,2018.0,2018
2018-02-01,A0118150101,90002001.0,34.0,2018.0,2018
2018-02-01,A0118150101,90002002.0,16.0,2018.0,2018
2018-02-01,A0118150101,90002004.0,28.0,2018.0,2018
2018-02-01,A0118150101,90002005.0,69.0,2018.0,2018
2018-02-01,A0118150101,90002006.0,77.0,2018.0,2018
2018-02-01,A0118150101,90002008.0,91.0,2018.0,2018
2018-02-01,A0118150101,90002009.0,52.0,2018.0,2018
2018-02-01,A0118150101,90002010.0,28.0,2018.0,2018
2018-02-01,A0118150101,90002012.0,70.0,2018.0,2018
2018-02-01,A0118150101,90002013.0,13.0,2018.0,2018
2018-02-01,A0118150101,90002014.0,16.0,2018.0,2018
2018-02-01,A0118150101,90002016.0,62.0,2018.0,2018
2018-02-01,A0118150101,90003180.0,12.0,2018.0,2018
2018-02-01,A0118150101,90006153.0,10.0,2018.0,2018
2018-02-01,A0118150101,90006156.0,3.0,2018.0,2018
2018-02-01,A0118150101,90007197.0,48.0,2018.0,2018
2018-02-01,A0118150101,90008164.0,4.0,2018.0,2018
2018-02-01,A0118150101,90008165.0,17.0,2018.0,2018
2018-02-01,A0118150101,90008166.0,9.0,2018.0,2018
2018-02-01,A0118150101,90008168.0,3.0,2018.0,2018
2018-02-01,A0118150101,90011185.0,12.0,2018.0,2018
2018-02-01,A0118150101,90011186.0,2.0,2018.0,2018
2018-02-01,A0118150101,90011188.0,2.0,2018.0,2018
2018-02-01,A0118150101,90011189.0,4.0,2018.0,2018
2018-02-01,A0118150101,90011190.0,14.0,2018.0,2018
2018-02-01,A0118150101,90011192.0,3.0,2018.0,2018
2018-02-01,A0118150101,90013116.0,1.0,2018.0,2018
2018-02-01,A0118150101,90013117.0,2.0,2018.0,2018
2018-02-01,A0118150101,90013118.0,3.0,2018.0,2018
2018-02-01,A0118150101,90013120.0,2.0,2018.0,2018
2018-02-01,A0118150101,90013121.0,1.0,2018.0,2018
2018-02-01,A0118150101,90013122.0,1.0,2018.0,2018
2018-02-01,A0118150101,90016172.0,1.0,2018.0,2018
2018-02-01,A0118150101,90016173.0,1.0,2018.0,2018
2018-02-01,A0118150101,90016174.0,1.0,2018.0,2018
2018-02-01,A0118150101,90022072.0,32.0,2018.0,2018
2018-02-01,A0118150101,90022073.0,25.0,2018.0,2018
2018-02-01,A0118150101,90022074.0,36.0,2018.0,2018
2018-02-01,A0118150101,90022076.0,37.0,2018.0,2018
2018-02-01,A0118150101,90022077.0,25.0,2018.0,2018
2018-02-01,A0118150101,90022078.0,12.0,2018.0,2018
2018-02-01,A0118150101,90022080.0,36.0,2018.0,2018
2018-02-01,A0118150101,90022081.0,53.0,2018.0,2018
2018-02-01,A0118150101,90022082.0,34.0,2018.0,2018
2018-02-01,A0118150101,90023022.0,3.0,2018.0,2018
2018-02-01,A0118150101,90023024.0,5.0,2018.0,2018
2018-02-01,A0118150101,90023025.0,4.0,2018.0,2018
2018-02-01,A0118150101,90023026.0,2.0,2018.0,2018
2018-02-01,A0118150101,90023028.0,1.0,2018.0,2018
